Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Lit Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Blaze Lantern
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Sugar Block
appliedenergistics2:facade:0, Cable Facade - Red Slime Block
appliedenergistics2:facade:0, Cable Facade - Gravisand
appliedenergistics2:facade:0, Cable Facade - Blank Rune
appliedenergistics2:facade:0, Cable Facade - Speed Rune
appliedenergistics2:facade:0, Cable Facade - Efficiency Rune
appliedenergistics2:facade:0, Cable Facade - Rune of Sacrifice
appliedenergistics2:facade:0, Cable Facade - Rune of Self Sacrifice
appliedenergistics2:facade:0, Cable Facade - Displacement Rune
appliedenergistics2:facade:0, Cable Facade - Rune of Capacity
appliedenergistics2:facade:0, Cable Facade - Rune of Augmented Capacity
appliedenergistics2:facade:0, Cable Facade - Rune of the Orb
appliedenergistics2:facade:0, Cable Facade - Acceleration Rune
appliedenergistics2:facade:0, Cable Facade - Charging Rune
appliedenergistics2:facade:0, Cable Facade - Ritual Stone
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Water
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Fire
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Earth
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Air
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Dusk
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Dawn
appliedenergistics2:facade:0, Cable Facade - Large Bloodstone Tile
appliedenergistics2:facade:0, Cable Facade - Bloodstone Brick
appliedenergistics2:facade:0, Cable Facade - Wooden Path
appliedenergistics2:facade:0, Cable Facade - Tiled Wooden Path
appliedenergistics2:facade:0, Cable Facade - Stone Brick Path
appliedenergistics2:facade:0, Cable Facade - Tiled Stone Path
appliedenergistics2:facade:0, Cable Facade - Worn Stone Brick Path
appliedenergistics2:facade:0, Cable Facade - Tiled Worn Stone Path
appliedenergistics2:facade:0, Cable Facade - Obsidian Brick Path
appliedenergistics2:facade:0, Cable Facade - Tiled Obsidian Path
appliedenergistics2:facade:0, Cable Facade - Raw Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Raw Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Corrosive Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Destructive Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Vengeful Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Steadfast Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Raw Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Raw Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Corrosive Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Destructive Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Vengeful Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Steadfast Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Raw Stone
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone
appliedenergistics2:facade:0, Cable Facade - Destructive Stone
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone
appliedenergistics2:facade:0, Cable Facade - Polished Raw Stone
appliedenergistics2:facade:0, Cable Facade - Polished Corrosive Stone
appliedenergistics2:facade:0, Cable Facade - Polished Destructive Stone
appliedenergistics2:facade:0, Cable Facade - Polished Vengeful Stone
appliedenergistics2:facade:0, Cable Facade - Polished Steadfast Stone
appliedenergistics2:facade:0, Cable Facade - Raw Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Corrosive Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Destructive Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Vengeful Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Steadfast Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Raw Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Raw Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Corrosive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Destructive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Vengeful Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Steadfast Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Raw Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Raw Demon Eye
appliedenergistics2:facade:0, Cable Facade - Corrosive Demon Eye
appliedenergistics2:facade:0, Cable Facade - Destructive Demon Eye
appliedenergistics2:facade:0, Cable Facade - Vengeful Demon Eye
appliedenergistics2:facade:0, Cable Facade - Steadfast Demon Eye
appliedenergistics2:facade:0, Cable Facade - Dense Construction Block
appliedenergistics2:facade:0, Cable Facade - Solid Compact Machine Wall
appliedenergistics2:facade:0, Cable Facade - Compact Machine Wall
appliedenergistics2:facade:0, Cable Facade - Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Cross Timber Frame
appliedenergistics2:facade:0, Cable Facade - Thatch
appliedenergistics2:facade:0, Cable Facade - Mud Brick
appliedenergistics2:facade:0, Cable Facade - Gold Ornament
appliedenergistics2:facade:0, Cable Facade - Byzantine Mosaic
appliedenergistics2:facade:0, Cable Facade - Byzantine Fresco
appliedenergistics2:facade:0, Cable Facade - Dirt Wall
appliedenergistics2:facade:0, Cable Facade - White Painted Brick
appliedenergistics2:facade:0, Cable Facade - White Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Orange Painted Brick
appliedenergistics2:facade:0, Cable Facade - Orange Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Magenta Painted Brick
appliedenergistics2:facade:0, Cable Facade - Magenta Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Light Blue Painted Brick
appliedenergistics2:facade:0, Cable Facade - Light Blue Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Yellow Painted Brick
appliedenergistics2:facade:0, Cable Facade - Yellow Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Lime Painted Brick
appliedenergistics2:facade:0, Cable Facade - Lime Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Pink Painted Brick
appliedenergistics2:facade:0, Cable Facade - Pink Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Gray Painted Brick
appliedenergistics2:facade:0, Cable Facade - Gray Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Silver Painted Brick
appliedenergistics2:facade:0, Cable Facade - Silver Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Cyan Painted Brick
appliedenergistics2:facade:0, Cable Facade - Cyan Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Purple Painted Brick
appliedenergistics2:facade:0, Cable Facade - Purple Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Blue Painted Brick
appliedenergistics2:facade:0, Cable Facade - Blue Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Brown Painted Brick
appliedenergistics2:facade:0, Cable Facade - Brown Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Green Painted Brick
appliedenergistics2:facade:0, Cable Facade - Green Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Red Painted Brick
appliedenergistics2:facade:0, Cable Facade - Red Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Black Painted Brick
appliedenergistics2:facade:0, Cable Facade - Black Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Carved Sandstone
appliedenergistics2:facade:0, Cable Facade - Carved Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Carved Ochre Sandstone
appliedenergistics2:facade:0, Cable Facade - Wet Brick
appliedenergistics2:facade:0, Cable Facade - Empty Snail Soil
appliedenergistics2:facade:0, Cable Facade - Full Snail Soil
appliedenergistics2:facade:0, Cable Facade - Byzantine Tiles
appliedenergistics2:facade:0, Cable Facade - Byzantine Stone Tile
appliedenergistics2:facade:0, Cable Facade - Byzantine Sandstone Tile
appliedenergistics2:facade:0, Cable Facade - Byzantine Stone Tile Ornament
appliedenergistics2:facade:0, Cable Facade - Byzantine Sandstone Tile Ornament
appliedenergistics2:facade:0, Cable Facade - Alchemist's Explosive
appliedenergistics2:facade:0, Cable Facade - Sod Oak Planks
appliedenergistics2:facade:0, Cable Facade - Sod Spruce Planks
appliedenergistics2:facade:0, Cable Facade - Sod Birch Planks
appliedenergistics2:facade:0, Cable Facade - Sod Jungle Planks
appliedenergistics2:facade:0, Cable Facade - Sod Acacia Planks
appliedenergistics2:facade:0, Cable Facade - Sod Dark Oak Planks
appliedenergistics2:facade:0, Cable Facade - Snow Brick
appliedenergistics2:facade:0, Cable Facade - Apple Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Olive Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Preserve Ground
appliedenergistics2:facade:0, Cable Facade - Sleeping Pos
appliedenergistics2:facade:0, Cable Facade - Selling Pos
appliedenergistics2:facade:0, Cable Facade - Crafting Pos
appliedenergistics2:facade:0, Cable Facade - Defending Pos
appliedenergistics2:facade:0, Cable Facade - Shelter Pos
appliedenergistics2:facade:0, Cable Facade - Path Start Pos
appliedenergistics2:facade:0, Cable Facade - Leisure Pos
appliedenergistics2:facade:0, Cable Facade - Stall Pos
appliedenergistics2:facade:0, Cable Facade - Brick Drying Pos
appliedenergistics2:facade:0, Cable Facade - Healing Pos
appliedenergistics2:facade:0, Cable Facade - Fishing Pos
appliedenergistics2:facade:0, Cable Facade - Main Chest
appliedenergistics2:facade:0, Cable Facade - Cow Spawn Point
appliedenergistics2:facade:0, Cable Facade - Pig Spawn Point
appliedenergistics2:facade:0, Cable Facade - Sheep Spawn Point
appliedenergistics2:facade:0, Cable Facade - Chicken Spawn Point
appliedenergistics2:facade:0, Cable Facade - Squid Spawn Point
appliedenergistics2:facade:0, Cable Facade - Wolf Spawn Point
appliedenergistics2:facade:0, Cable Facade - Polar Bear Spawn Point
appliedenergistics2:facade:0, Cable Facade - Stone Source Block
appliedenergistics2:facade:0, Cable Facade - Sand Source Block
appliedenergistics2:facade:0, Cable Facade - Sandstone Source Block
appliedenergistics2:facade:0, Cable Facade - Clay Source Block
appliedenergistics2:facade:0, Cable Facade - Gravel Source Block
appliedenergistics2:facade:0, Cable Facade - Granite Source Block
appliedenergistics2:facade:0, Cable Facade - Diorite Source Block
appliedenergistics2:facade:0, Cable Facade - Andesite Source Block
appliedenergistics2:facade:0, Cable Facade - Snow Source Block
appliedenergistics2:facade:0, Cable Facade - Ice Source Block
appliedenergistics2:facade:0, Cable Facade - Red Sandstone Source Block
appliedenergistics2:facade:0, Cable Facade - Quartz Source Block
appliedenergistics2:facade:0, Cable Facade - Free Stone
appliedenergistics2:facade:0, Cable Facade - Free Sand
appliedenergistics2:facade:0, Cable Facade - Free Gravel
appliedenergistics2:facade:0, Cable Facade - Free Sandstone
appliedenergistics2:facade:0, Cable Facade - Free Wool
appliedenergistics2:facade:0, Cable Facade - Free Cobblestone
appliedenergistics2:facade:0, Cable Facade - Free Stone Brick
appliedenergistics2:facade:0, Cable Facade - tile.millenaire.freeblock.paintedbrick.name
appliedenergistics2:facade:0, Cable Facade - Oak Spawn Point
appliedenergistics2:facade:0, Cable Facade - Pine Spawn Point
appliedenergistics2:facade:0, Cable Facade - Birch Spawn Point
appliedenergistics2:facade:0, Cable Facade - Jungle Spawn Point
appliedenergistics2:facade:0, Cable Facade - Acacia Spawn Point
appliedenergistics2:facade:0, Cable Facade - Dark Oak Spawn Point
appliedenergistics2:facade:0, Cable Facade - Apple Tree Spawn Point
appliedenergistics2:facade:0, Cable Facade - Olive Tree Spawn Point
appliedenergistics2:facade:0, Cable Facade - Wheat Soil
appliedenergistics2:facade:0, Cable Facade - Rice Soil
appliedenergistics2:facade:0, Cable Facade - Turmeric Soil
appliedenergistics2:facade:0, Cable Facade - Sugar Cane Soil
appliedenergistics2:facade:0, Cable Facade - Potato Soil
appliedenergistics2:facade:0, Cable Facade - Nether Wart Soil
appliedenergistics2:facade:0, Cable Facade - Vine Soil
appliedenergistics2:facade:0, Cable Facade - Maize Soil
appliedenergistics2:facade:0, Cable Facade - Cacao Soil
appliedenergistics2:facade:0, Cable Facade - Carrot Soil
appliedenergistics2:facade:0, Cable Facade - Flower Soil
appliedenergistics2:facade:0, Cable Facade - Cotton Soil
appliedenergistics2:facade:0, Cable Facade - Norman Tapestry
appliedenergistics2:facade:0, Cable Facade - Indian Statue
appliedenergistics2:facade:0, Cable Facade - Byzantine Icon Small
appliedenergistics2:facade:0, Cable Facade - Byzantine Icon Medium
appliedenergistics2:facade:0, Cable Facade - Byzantine Icon Large
appliedenergistics2:facade:0, Cable Facade - Maya Statue
appliedenergistics2:facade:0, Cable Facade - Hanging Hide
appliedenergistics2:facade:0, Cable Facade - tile.fake_ice.name
appliedenergistics2:facade:0, Cable Facade - Machine Frame
appliedenergistics2:facade:0, Cable Facade - Machine Base
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Destination Analyzer
appliedenergistics2:facade:0, Cable Facade - Matter Booster
appliedenergistics2:facade:0, Cable Facade - Space Chamber Corner Block
appliedenergistics2:facade:0, Cable Facade - Support Block
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Dimensional Blank Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Cross 2 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Cross Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Pattern 1 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Pattern 2 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Small Blocks
appliedenergistics2:facade:0, Cable Facade - Activity Probe
appliedenergistics2:facade:0, Cable Facade - levarG
appliedenergistics2:facade:0, Cable Facade - dnaS
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - Rock Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Starmetal Ore
appliedenergistics2:facade:0, Cable Facade - Aquamarine Shale
appliedenergistics2:facade:0, Cable Facade - Marble
